"","linenumber","sentiment","overall","date","Content"
"585",585,3,"Positive","06/09/10","LOS ANGELES (MarketWatch) -- Most Latin American stock markets gained ground Wednesday, with investors finding some relief after the U.S. central-bank chief said the world's largest economy remains on the recovery rails."
"586",586,-3,"Negative","06/10/10","TOKYO (MarketWatch) -- The Australian dollar climbed 1.2% against the U.S. dollar Thursday afternoon in Asia after Australia's government reported that the nation's jobless rate fell to 5.2% in May, down from 5.4% in April. The Australian dollar last bought 83.81 U.S. cents. The dollar index 
        DXY,
        -0.04%,
       which tracks the U.S. unit against a basket of six major currencies, fell to 87.537 from 87.911 in late North American trading on Wednesday."
"587",587,-3,"Negative","06/10/10","NEW YORK (MarketWatch) -- Treasury prices and the dollar remained under pressure on Thursday after the U.S. Labor Department said initial jobless claims fell by 3,000 to 456,000 in the latest week. Yields on 10-year notes 
        TMUBMUSD10Y,
        3.053%,
       which move inversely to prices, rose 5 basis points to 3.23%. The dollar index 
        DXY,
        -0.04%,
       which tracks the U.S. unit against a basket of six major currencies, fell to 87.425, from 87.911 in North American trade late Wednesday. The euro 
        EURUSD,
        +0.16%
       traded at $1.2056, up from $1.1982 on Wednesday. Also starting when the data came out was European Central Bank President Jean-Claude Trichet's monthly news conference. Bond traders will also watch for demand at the government's sale of 30-year bonds 
        TMUBMUSD30Y,
        3.174%
       later in the session."
"588",588,1,"Positive","06/10/10","NEW YORK (MarketWatch) -- The euro rose sharply on Thursday, pushing the shared currency to its highest level against the dollar in almost a week, after European Central Bank President Jean-Claude Trichet said the central bank would maintain its liquidity measures but not increase or add any. The dollar index 
        DXY,
        -0.04%,
       which tracks the U.S. unit against a basket of six major currencies, fell to 87.047, down from 87.911 in North American trade late Wednesday. The euro 
        EURUSD,
        +0.16%
       jumped to $1.2129, up from $1.1982 on Wednesday. ""One of the other main reasons why the euro appreciated following Trichet's press conference is because the central bank did not increase their bond purchase program,"" said Kathy Lien, director of currency research at GFT. The ECB will also continue their unlimited 3-month tenders, she noted. ""The lack of new measures has been received positively by the market because it suggests that the ECB does not believe market conditions have deteriorated enough to warrant fresh emergency action,"" Lien said."
"589",589,0,"Negative","06/10/10","NEW YORK (MarketWatch) -- The dollar dropped against the euro Thursday after European Central Bank President Jean-Claude Trichet said the central bank would maintain its liquidity measures but not increase or add any."
"590",590,0,"Negative","06/10/10","LOS ANGELES (MarketWatch) -- Crude-oil futures on Thursday finished above $75 a barrel for the first time in nearly a month as supportive comments from the European Central Bank eased concerns about the euro and growth in the region, and pressured the dollar."
"591",591,0,"Negative","06/10/10","LOS ANGELES (MarketWatch) -- Brazilian stocks paced advances in Latin American equity markets Thursday, as investors embraced risk after developments out of China and Europe somewhat eased worries about worldwide economic recovery."
"592",592,0,"Negative","06/10/10","LOS ANGELES (MarketWatch) -- Gold retreated on Thursday as the battered euro received a lift from comments by European Central Bank President Jean-Claude Trichet and after China said it didn't consider the metal suitable for asset allocation."
"593",593,1,"Positive","06/11/10","NEW YORK (MarketWatch) -- The dollar gained some traction and Treasury prices extended an advance after a report said U.S. retail sales dropped 1.2% in May, while sales excluding autos fell 1.1%. The dollar index 
        DXY,
        -0.04%,
       which tracks the U.S. unit against a basket of six major currencies, stood at 87.231, up slightly from 87.080 in late North American trading on Thursday. The euro 
        EURUSD,
        +0.15%
       traded at $1.2102, down slightly from $1.2116 Thursday. Yields on 10-year notes 
        TMUBMUSD10Y,
        3.054%,
       which move inversely to prices, fell 6 basis points to 3.27%. Still to come is a report on consumer confidence."
"594",594,0,"Negative","06/11/10","NEW YORK (MarketWatch) -- The dollar came off highs against major counterparts on Friday, after a report that showed an improvement in U.S. consumer sentiment. The dollar index 
        DXY,
        -0.04%,
       which measures the U.S. unit against a basket of six major currencies rose 0.1% to 87.25, off an earlier high of 87.44. The euro, meanwhile, fell slightly to $1.211. The University of Michigan said its index of consumer sentiment rose to 75.5 in June."
"595",595,0,"Negative","06/11/10","SAN FRANCISCO (MarketWatch) -- Gold prices rose modestly on Friday, a lackluster end of a week that saw bullion soar to a record $1,245.60 an ounce on Tuesday."
"596",596,-2,"Negative","06/11/10","SAN FRANCISCO (MarketWatch) -- Crude-oil futures fell more than 2% Friday as a weaker-than-expected read on U.S. retail sales hung over prices, but posted a healthy weekly gain."
"597",597,1,"Positive","06/11/10","NEW YORK (MarketWatch) -- The dollar rose against the euro, Japanese yen and British pound on Friday after a weak retail sales report for the U.S. weighed on stocks and increasing the appeal of the greenback's relative safe haven status."
"598",598,0,"Negative","06/11/10","NEW YORK (MarketWatch) -- The stock market finished the second week of June on a high note, posting gains both for Friday's session and the week as investors looked past a surprise drop in U.S. retail sales to focus on upbeat consumer sentiment and reduced fear over European debt."
"599",599,-2,"Negative","06/14/10","SAN FRANCISCO (MarketWatch) -- Gold settled marginally lower Monday, paring earlier, steeper losses after Moody's Investors Service downgraded Greece's debt ratings."
"600",600,0,"Negative","06/14/10","SAN FRANCISCO (MarketWatch) -- Crude-oil futures rose Monday as investors cheered stronger European manufacturing data, although they pared their gains after Moody's Investors Service cut Greece's debt ratings."
"601",601,1,"Positive","06/14/10","NEW YORK (MarketWatch) -- The dollar dropped Monday by the most in three weeks against the euro as renewed investor appetite for equities and other assets undercut safe-haven demand for the greenback."
"602",602,0,"Negative","06/14/10","NEW YORK (MarketWatch) -- U.S. stocks ended lower Monday, with the Dow industrials giving up a more than 120-point advance, after another downgrade of Greece's sovereign ratings offset hopes of recovery in Europe."
"603",603,0,"Negative","06/15/10","NEW YORK (MarketWatch) -- Treasury prices pared a decline and the dollar stayed lower against the euro on Tuesday after the New York Federal Reserve said manufacturing conditions in the region improved this month. Yields on 10-year notes 
        TMUBMUSD10Y,
        3.054%,
       which move inversely to prices, rose 2 basis points to 3.27%. The euro 
        EURUSD,
        +0.16%
       rose to $1.2275 from $1.2249 in North American trading late Monday. The dollar index 
        DXY,
        -0.04%,
       which measures the greenback against a basket of major currencies, fell to 86.323 from 86.513. Still to come is the Treasury Department's report on foreign investments in U.S. assets for April, and an index on builder confidence for this month."
"604",604,-2,"Negative","06/15/10","NEW YORK (MarketWatch) -- Treasury prices pared a decline and the dollar extended losses against the euro on Tuesday after the Treasury Department said net foreign purchases of long-term U.S. securities were $110.9 billion in April, compared to $157.7 billion in March. Yields on 10-year notes 
        TMUBMUSD10Y,
        3.054%,
       which move inversely to prices, rose 1 basis point to 3.27%.The euro 
        EURUSD,
        +0.15%
       rose to $1.2288 from $1.2249 in North American trading late Monday. The dollar index 
        DXY,
        -0.04%,
       which measures the greenback against a basket of major currencies, slipped to 86.241 from 86.513."
"605",605,3,"Positive","06/15/10","NEW YORK (MarketWatch) -- The euro briefly touched $1.23 on Tuesday, its highest level against the dollar since June 3, gaining along with equities as investors demonstrated more willingness to move assets back into markets deemed riskier. Once touching that psychologically-important round number, the euro headed slightly lower as many sell orders were placed at that level, analysts said. The euro 
        EURUSD,
        +0.15%
       recently traded at $1.2288, up from $1.2249 in North American trading late Monday. The dollar index 
        DXY,
        -0.05%,
       which measures the greenback against a basket of major currencies, slipped to 86.256 from 86.513."
"606",606,-1,"Negative","06/15/10","NEW YORK (MarketWatch) -- The dollar fell versus the euro and Treasury prices gave up very small gains on Tuesday after the National Association of Home Builders' confidence index retreated more than economists expected. Yields on 10-year notes 
        TMUBMUSD10Y,
        3.054%,
       which move inversely to prices, rose 1 basis point to 3.27%. The euro 
        EURUSD,
        +0.13%
       rose to $1.2285 from $1.2249 in North American trading late Monday. The dollar index 
        DXY,
        -0.05%,
       which measures the greenback against a basket of major currencies,fell to 86.252 from 86.513."
